id,predicted_price
2591820310,313707.0
7974200820,705107.44
7701450110,960470.8
9522300010,1778079.9
9510861140,390979.16
1761300310,275555.56
7732410120,514592.03
7010701383,586862.06
291310170,337761.06
4232901990,620386.8
6840701125,695470.56
3971700580,473875.9
4202400078,399297.06
6064800090,472426.12
2626119028,717931.1
3303980660,768350.94
862000020,617039.5
2386000070,1757086.5
1138000450,409143.62
1775800420,457386.97
2291401425,561580.94
2025770560,842505.44
3525069037,665828.06
9324800450,591593.5
8080400136,527447.25
8651540040,461582.28
9407001790,265076.53
1773101530,256419.7
9432900250,353221.6
1794500695,610973.1
2220069003,340365.0
923000120,377533.44
5728000060,423540.62
16000200,284702.56
1926059094,344772.44
6672900220,689237.5
3629860060,1008604.8
1822069109,632684.4
6675500105,303578.03
249000180,1637056.9
226059065,624248.06
396100110,234006.67
9264450460,347347.66
7853361210,384956.8
9474700020,295498.3
421000455,226463.36
3755200220,322192.1
7960100075,538158.06
9477100490,321536.47
9138100350,486291.94
1624049275,338831.53
2770606890,322810.0
1157200189,358473.12
2770601800,424141.66
9301300805,480392.75
2325069032,1106072.0
1021079099,432544.25
7215730040,632019.25
1853200080,286722.4
3224600340,778316.8
3222049120,505107.88
2113700025,334302.6
7893207925,230565.1
3586501085,635656.4
8024200010,500810.7
7116500705,172374.8
1598600209,426386.88
7204200025,1572984.1
4206901505,549247.7
2937300440,712204.2
7205000180,341172.9
8718500665,378501.03
5318101765,699226.0
4122700020,666553.6
8078700020,424552.03
3303980680,704367.5
8924100372,1201439.8
2781270210,305942.4
519000043,637760.94
3225069301,1823367.9
151000075,748494.94
2297400020,449052.22
6617500085,736849.9
104510180,249641.7
3528900060,951306.56
3345100286,606895.9
1226039130,430428.3
8712100720,622156.6
3037200010,395541.84
3626039268,382321.12
104510230,260543.64
5112800060,630826.3
6072400280,494603.25
5317100570,708719.6
9528102993,424804.75
2919201095,589705.4
6181400920,355182.8
185000161,241399.81
8691400010,594698.44
3345700165,489796.62
6151800486,385381.12
4340000080,828558.94
4136960010,824973.06
3634100030,316106.22
1624059224,1725821.5
2788400090,282313.28
9828200762,390237.47
7524400250,460809.03
3528000290,550138.9
5700003630,2052462.0
2720069019,397622.78
7227501170,296449.25
2397101270,676970.25
6792100090,641444.0
2770602265,365722.25
3971700937,279520.4
422049203,247631.44
3076500830,271137.62
1423400260,282586.4
9161100795,318201.38
3126049052,501248.84
5100401468,437744.75
514500235,254974.36
1423200170,169259.19
1402100070,415571.62
624110020,886391.3
2407000145,197208.08
1890000225,755293.4
1320069271,299509.8
5490700085,384960.16
263000155,408602.8
3726800201,431187.12
5153200358,418557.5
2725079018,867423.5
7165700200,272105.88
9429000170,532942.94
8718500075,330012.34
1760650950,296883.8
1068000559,995020.1
4113800500,513749.66
4077800507,509470.66
2725069150,596533.7
4008400035,1356656.8
7016310270,303885.1
1432701230,198258.42
3278606050,388903.34
2473350710,307626.78
2185000685,339100.78
7792000025,290728.97
6868200029,397205.12
624069003,1036997.5
7431500280,987821.2
3296000040,504921.97
1118001215,915803.6
6453900040,721733.6
333100209,627963.25
34001765,641623.9
8946700100,382108.25
5561401210,625377.9
6671900095,317194.28
3275850020,546678.7
3876300600,447673.7
1450900020,277147.12
8562780280,293578.97
7663700973,367113.75
2126049032,332073.6
1823059159,238220.94
3438503426,264567.9
9297301495,625129.75
7140700850,448780.78
7942601805,869263.6
2555900030,292168.2
2887970040,265066.2
7419700010,590103.06
2239000011,432371.84
9283800050,478644.03
9407001340,284635.22
217500140,726667.6
7212660520,248325.77
3298201170,375821.72
3057000400,235694.27
6865200444,368895.16
6071600340,462758.25
6821600005,705814.56
1235100371,711906.1
7796450340,405549.06
3603000410,183926.86
9297300255,657586.0
9126100850,871066.8
2770601462,590816.56
2599001500,187617.11
1102000095,678324.2
1853080640,725769.3
9551201585,813565.2
3438500796,256260.28
7518504291,493298.84
9269200340,467480.47
715010130,1559575.0
1982201485,795396.8
9526500080,337082.06
9277200180,384036.84
6669150280,252183.45
8917100153,828163.25
3760500516,768862.6
2725069050,1041547.75
3332000091,399052.7
8562770080,477337.56
8151601190,347994.53
8563040160,404637.0
240000269,728067.44
4307350200,292153.4
1311910300,227845.67
3574900030,431422.84
7853230570,438500.2
320069049,326660.66
9839301060,743423.4
7011201333,493017.16
2781320100,374731.94
3421069120,375684.47
7852030320,517002.38
5316101075,2580603.0
5309100750,484488.0
629000730,381083.88
511700170,283314.2
1562100030,425242.9
2489200230,590361.5
524069116,349424.88
5315100737,831615.5
1868900675,960517.6
1608000120,406478.78
705700240,377852.94
7575600610,311851.34
1778500015,633088.2
5423500240,201996.81
6713700025,358435.84
2734100734,287256.12
301402280,207085.03
2113700205,355941.38
4114601570,2390642.5
3332000615,445214.88
3630050180,250257.22
6852700520,564904.25
6870310010,588157.5
6163900981,247817.38
393000142,309121.88
1771100130,315569.22
1442860160,301460.16
9191200435,503756.6
6788200800,974233.9
1115300070,517443.3
3176600105,547230.56
2770604665,480330.0
5469500580,356738.25
5680000545,419960.12
3424089119,617441.56
1328300180,269420.4
1773100922,405118.1
4123830480,339700.9
9808610190,583697.25
4250200140,347996.88
4217402115,3087725.8
3831250350,332292.5
2397101055,739922.9
6817850110,848812.94
7526800200,518783.84
7853370100,572618.3
2523089025,1740326.1
9476200680,271384.66
5714200140,383468.84
3575304895,444796.88
263000018,400342.22
8080400177,514482.1
6450304130,288789.7
514500090,344209.7
9477000300,378034.22
853600310,2636095.0
1951600240,181035.11
